year,quarter,publish_date,title,url,is_main_site,text,text_length,txt_path
2017,2,2017-07-04,中国人民银行 货币政策 委员会 召开 2017 年 第二季度 例会,https://www.pbc.gov.cn/zhengcehuobisi/125207/3870933/3870936/3870984/index.html,1,"中国人民银行货币政策委员会2017年第二季度例会日前在北京召开。

会议分析了当前国内外经济金融形势。会议认为，当前我国经济金融运行总体平稳，但面临的形势错综复杂。世界经济仍处于国际金融危机后的深度调整期。全球经济逐步复苏，主要发达国家复苏总体延续，部分新兴经济体仍面临挑战，国际金融市场依然存在风险隐患。

会议强调，要认真贯彻落实党的十八大和十八届三中、四中、五中、六中全会、中央经济工作会议和政府工作报告精神。密切关注国际国内经济金融运行最新动向和国际资本流动的变化，坚持稳中求进工作总基调，适应经济发展新常态，实施好稳健中性的货币政策，综合运用多种货币政策工具，维护流动性基本稳定，引导货币信贷及社会融资规模合理增长。按照深化供给侧结构性改革的要求，优化融资结构和信贷结构，提高直接融资比重。继续深化金融体制改革，提升金融运行效率和服务实体经济能力，加强和完善风险管理。进一步推进利率市场化和人民币汇率形成机制改革，保持人民币汇率在合理均衡水平上的基本稳定。

本次会议由中国人民银行行长兼货币政策委员会主席周小川主持，货币政策委员会委员丁学东、连维良、史耀斌、易纲、潘功胜、张晓慧、宁吉喆、郭树清、刘士余、樊纲、黄益平、白重恩出席会议, 田国立因公务请假。中国人民银行南京分行、营业管理部、重庆营业管理部负责同志列席会议。（完）",569,data/monetary_policy_meetings/raw_txt/2017_Q2_中国人民银行 货币政策 委员会 召开 2017 年 第二季度 例会.txt
2017,3,2017-09-30,中国人民银行 货币政策 委员会 召开 2017 年 第三季度 例会,https://www.pbc.gov.cn/zhengcehuobisi/125207/3870933/3870936/3870981/index.html,1,"中国人民银行货币政策委员会2017年第三季度例会日前在北京召开。

会议分析了当前国内外经济金融形势。会议认为，当前我国经济金融运行稳中向好，但面临的形势错综复杂。世界经济仍处于国际金融危机后的深度调整期。全球经济逐步复苏，主要发达国家复苏总体延续，部分新兴经济体仍面临挑战，国际金融市场依然存在风险隐患。

会议强调，要认真贯彻落实党的十八大和十八届三中、四中、五中、六中全会、中央经济工作会议、全国金融工作会议和政府工作报告精神。密切关注国际国内经济金融运行最新动向和国际资本流动的变化，坚持稳中求进工作总基调，适应经济发展新常态，实施好稳健中性的货币政策，综合运用多种货币政策工具，维护流动性基本稳定，引导货币信贷及社会融资规模合理增长。按照深化供给侧结构性改革的要求，优化融资结构和信贷结构，提高直接融资比重。继续深化金融体制改革，提升金融运行效率和服务实体经济能力，加强和完善风险管理。进一步推进利率市场化和人民币汇率形成机制改革，保持人民币汇率在合理均衡水平上的基本稳定。

本次会议由中国人民银行行长兼货币政策委员会主席周小川主持，货币政策委员会委员连维良、史耀斌、易纲、潘功胜、张晓慧、宁吉喆、郭树清、刘士余、樊纲、黄益平、白重恩出席会议。丁学东、田国立因公务请假。中国人民银行南京分行、营业管理部、重庆营业管理部负责同志列席会议。（完）",577,data/monetary_policy_meetings/raw_txt/2017_Q3_中国人民银行 货币政策 委员会 召开 2017 年 第三季度 例会.txt
2017,4,2017-12-29,中国人民银行 货币政策 委员会 召开 2017 年 第四季度 例会,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212544971092/index.html,1,"中国人民银行货币政策委员会2017年第四季度例会日前在北京召开。

会议分析了当前国内外经济金融形势。会议认为，当前我国经济金融运行稳中向好，但面临的形势依然错综复杂。全球经济逐步复苏，主要发达国家复苏总体延续，部分新兴经济体仍面临挑战，国际金融市场存在风险隐患。

会议强调，要坚持以习近平新时代中国特色社会主义经济思想为指导，认真贯彻落实党的十九大、中央经济工作会议、全国金融工作会议和政府工作报告精神。密切关注国际国内经济金融运行最新动向和国际资本流动的变化，坚持稳中求进工作总基调，适应经济发展新常态，实施好稳健中性的货币政策，切实管住货币供给总闸门，综合运用多种货币政策工具，保持货币信贷及社会融资规模合理增长，维护流动性合理稳定，提升金融运行效率和服务实体经济能力，有效控制宏观杠杆率。按照深化供给侧结构性改革的要求，优化融资结构和信贷结构，提高直接融资比重。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，深化利率和汇率市场化改革，加强和完善风险管理，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席周小川主持，货币政策委员会委员丁学东、连维良、史耀斌、易纲、潘功胜、张晓慧、宁吉喆、郭树清、刘士余、樊纲、黄益平、白重恩出席会议。田国立因公务请假。中国人民银行南京分行、营业管理部、重庆营业管理部负责同志列席会议。（完）",592,data/monetary_policy_meetings/raw_txt/2017_Q4_中国人民银行 货币政策 委员会 召开 2017 年 第四季度 例会.txt
2018,2,2018-06-28,中国人民银行 货币政策 委员会 召开 2018 年 第二季度 例会,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545234404/index.html,1,"中国人民银行货币政策委员会2018年第二季度（总第81次）例会于6月27日在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国经济基本面良好，经济增长保持韧性，总供求总体平衡，增长动力加快转换。内需对经济的拉动不断上升，外贸依存度显著下降，应对外部冲击的能力增强。稳健中性的货币政策取得了较好成效，结构性去杠杆稳步推进，金融风险防控成效初显，金融对实体经济的支持力度较为稳固。国内经济金融领域的结构调整出现积极变化，但仍存在一些深层次问题和突出矛盾，国际经济金融形势更加错综复杂，面临一些严峻挑战和不确定性。

会议指出，要继续密切关注国际国内经济金融走势，加强形势预判和前瞻性预调微调。稳健的货币政策保持中性，要松紧适度，管好货币供给总闸门，保持流动性合理充裕，引导货币信贷及社会融资规模合理增长。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，疏通货币政策传导渠道。按照深化供给侧结构性改革的要求，优化融资结构和信贷结构，提升金融服务实体经济能力。主动有序扩大金融对外开放，增强金融业发展活力和韧性。

会议强调，要以习近平新时代中国特色社会主义经济思想为指导，认真贯彻落实党的十九大和政府工作报告精神，继续按照党中央、国务院的决策部署，坚持稳中求进工作总基调，综合运用多种货币政策工具，把握好结构性去杠杆的力度和节奏，促进经济平稳健康发展，稳定市场预期，打好防范化解金融风险攻坚战，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员连维良、刘伟（财政部）、陈雨露、刘国强、宁吉喆、郭树清、刘士余、潘功胜、田国立、刘世锦、马骏出席会议。丁学东、刘伟（中国人民大学）因公务请假。中国人民银行上海总部、天津分行、西安分行负责同志列席会议。（完）",766,data/monetary_policy_meetings/raw_txt/2018_Q2_中国人民银行 货币政策 委员会 召开 2018 年 第二季度 例会.txt
2018,3,2018-09-29,中国人民银行 货币政策 委员会 召开 2018 年 第三季度 例会,https://www.pbc.gov.cn/zhengcehuobisi/125207/3870933/3870936/3870972/index.html,1,"中国人民银行货币政策委员会2018年第三季度（总第82次）例会于9月26日在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国经济保持平稳发展，经济增长保持韧性，总供求基本平衡，增长动力加快转换。内需对经济的拉动不断上升，人民币汇率及市场预期总体稳定，应对外部冲击的能力增强。稳健中性的货币政策取得了较好成效，宏观杠杆率趋于稳定，金融风险防控成效显现，金融对实体经济的支持力度较为稳固。国内经济金融领域的结构调整出现积极变化，但仍存在一些深层次问题和突出矛盾，国际经济金融形势更加错综复杂，面临更加严峻的挑战。

会议指出，要继续密切关注国际国内经济金融走势和环境的新变化，高度重视逆周期调节，加强形势预判和前瞻性预调微调。稳健的货币政策保持中性，要松紧适度，管好货币供给总闸门，保持流动性合理充裕，引导货币信贷及社会融资规模合理增长。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，进一步疏通货币政策传导渠道。按照深化供给侧结构性改革的要求，优化融资结构和信贷结构，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，提升金融服务实体经济能力，推动形成经济金融良性循环。主动有序扩大金融对外开放，增强金融业发展活力和韧性。

会议强调，要以习近平新时代中国特色社会主义经济思想为指导，认真贯彻落实党的十九大和政府工作报告精神，继续按照党中央、国务院的决策部署，坚持稳中求进工作总基调，坚持稳就业、稳金融、稳外贸、稳外资、稳投资、稳预期，综合运用多种货币政策工具，把握好结构性去杠杆的力度和节奏，在利率、汇率和国际收支等之间保持平衡，促进经济平稳健康发展，稳定市场预期，打好防范化解金融风险攻坚战，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员丁学东、连维良、刘伟（财政部）、陈雨露、刘国强、宁吉喆、郭树清、刘士余、潘功胜、田国立、刘世锦、刘伟（中国人民大学）、马骏出席会议。中国人民银行上海总部、天津分行、西安分行负责同志列席会议。（完）",873,data/monetary_policy_meetings/raw_txt/2018_Q3_中国人民银行 货币政策 委员会 召开 2018 年 第三季度 例会.txt
2018,4,2018-12-27,中国人民银行 货币政策 委员会 召开 2018 年 第四季度 例会,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545540142/index.html,1,"中国人民银行货币政策委员会2018年第四季度（总第83次）例会于12月26日在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国经济保持平稳发展，经济增长保持韧性，总供求基本平衡，增长动力加快转换，人民币汇率及市场预期总体稳定，应对外部冲击的能力增强。稳健中性的货币政策取得了较好成效，宏观杠杆率趋于稳定，金融风险防控成效显现，金融对实体经济的支持力度进一步增强。国内经济金融领域的结构调整出现积极变化，但仍存在一些深层次问题和突出矛盾，国际经济金融形势更加错综复杂，面临更加严峻的挑战。

会议指出，要继续密切关注国际国内经济金融形势的边际变化，增强忧患意识，加大逆周期调节的力度，提高货币政策前瞻性、灵活性和针对性。稳健的货币政策要更加注重松紧适度，保持流动性合理充裕，保持货币信贷及社会融资规模合理增长。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，进一步疏通货币政策传导渠道。按照深化供给侧结构性改革的要求，优化融资结构和信贷结构，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，综合施策提升金融服务实体经济能力，推动稳健货币政策、增强微观主体活力和发挥资本市场功能之间形成三角良性循环，促进国民经济整体良性循环。进一步扩大金融对外开放，增强金融业发展活力和韧性。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九大和中央经济工作会议精神，继续按照党中央国务院的决策部署，坚持稳中求进工作总基调，坚持稳就业、稳金融、稳外贸、稳外资、稳投资、稳预期，创新和完善宏观调控，综合运用多种货币政策工具，保持人民币汇率在合理均衡水平上的基本稳定，在利率、汇率和国际收支等之间保持平衡，促进经济平稳健康发展，稳定市场预期，打好防范化解金融风险攻坚战，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员丁学东、连维良、刘伟（财政部）、陈雨露、刘国强、宁吉喆、郭树清、刘士余、潘功胜、田国立、刘世锦、刘伟（中国人民大学）、马骏出席会议。中国人民银行上海总部、天津分行、西安分行负责同志列席会议。（完）",914,data/monetary_policy_meetings/raw_txt/2018_Q4_中国人民银行 货币政策 委员会 召开 2018 年 第四季度 例会.txt
2019,1,2019-04-15,中国人民银行 货币政策 委员会 召开 2019 年 第一季度 例会,https://www.pbc.gov.cn/zhengcehuobisi/125207/3870933/3870936/3870966/index.html,1,"中国人民银行货币政策委员会2019年第一季度（总第84次）例会4月12日在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国经济呈现健康发展，经济增长保持韧性，增长动力加快转换。人民币汇率总体稳定，金融市场预期改善，应对外部冲击的能力增强。稳健的货币政策体现了逆周期调节的要求，宏观杠杆率趋于稳定，金融风险防控成效显现，金融服务实体经济的质量和效率逐步提升。国内经济金融领域的结构调整出现积极变化，但仍存在一些深层次问题和突出矛盾，国际经济金融形势错综复杂，不确定性仍然较多。

会议指出，要继续密切关注国际国内经济金融形势的边际变化，增强忧患意识，保持战略定力，坚持逆周期调节，进一步加强货币、财政与其他政策之间的协调，适时预调微调，注重在稳增长的基础上防风险。稳健的货币政策要松紧适度，把好货币供给总闸门，不搞“大水漫灌”，同时保持流动性合理充裕，广义货币M2和社会融资规模增速要与国内生产总值名义增速相匹配。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，稳妥推进利率等关键领域改革，进一步疏通货币政策传导渠道。按照深化金融供给侧结构性改革的要求，以金融体系结构调整优化为重点，优化融资结构和信贷结构，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应。综合施策提升金融服务实体经济的质效，改进小微企业和“三农”金融服务，推动稳健货币政策、增强微观主体活力和发挥资本市场功能之间形成三角良性循环，促进国民经济整体良性循环。进一步扩大金融高水平双向开放，提高开放条件下经济金融管理能力和防控风险能力，提高参与国际金融治理能力。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九大、中央经济工作会议和政府工作报告精神，继续按照党中央国务院的决策部署，坚持稳中求进工作总基调，着力激发微观主体活力，创新和完善宏观调控，进一步稳就业、稳金融、稳外贸、稳外资、稳投资、稳预期。综合运用多种货币政策工具，保持人民币汇率在合理均衡水平上的基本稳定，在利率、汇率和国际收支等之间保持平衡，促进经济平稳健康发展，稳定市场预期，打好防范化解金融风险攻坚战，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员连维良、刘伟（财政部）、陈雨露、刘国强、宁吉喆、郭树清、易会满、潘功胜、田国立、刘世锦、刘伟（中国人民大学）、马骏出席会议。丁学东因公务请假。中国人民银行沈阳分行、济南分行、成都分行负责同志列席会议。（完）",1064,data/monetary_policy_meetings/raw_txt/2019_Q1_中国人民银行 货币政策 委员会 召开 2019 年 第一季度 例会.txt
2019,2,2019-06-27,中国人民银行 货币政策 委员会 召开 2019 年 第二季度 例会,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212545948800/index.html,1,"中国人民银行货币政策委员会2019年第二季度（总第85次）例会于6月25日在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国经济呈现健康发展，经济增长保持韧性，增长动力加快转换。人民币汇率总体稳定，应对外部冲击的能力增强。稳健的货币政策体现了逆周期调节的要求，宏观杠杆率高速增长势头得到初步遏制，金融风险防控稳妥果断推进，金融服务实体经济的质量和效率逐步提升。国内经济金融领域的结构调整出现积极变化，但仍存在一些深层次问题和突出矛盾，国际经济金融形势错综复杂，外部不确定不稳定因素增多。

会议指出，要继续密切关注国际国内经济金融形势的深刻变化，增强忧患意识，保持战略定力，创新和完善宏观调控，适时适度实施逆周期调节，加强宏观政策协调。稳健的货币政策要松紧适度，把好货币供给总闸门，不搞“大水漫灌”，保持广义货币M2和社会融资规模增速与国内生产总值名义增速相匹配。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，进一步疏通货币政策传导渠道。按照深化金融供给侧结构性改革的要求，优化融资结构和信贷结构，加大对高质量发展的支持力度，提升金融体系与供给体系和需求体系的适配性。改进小微企业和“三农”金融服务，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，推动供给体系、需求体系和金融体系形成相互支持的三角框架，促进国民经济整体良性循环。进一步扩大金融高水平双向开放，提高开放条件下经济金融管理能力和防控风险能力，提高参与国际金融治理能力。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九大、中央经济工作会议和政府工作报告精神，继续按照党中央、国务院的决策部署，坚持稳中求进工作总基调，着力激发微观主体活力，进一步稳就业、稳金融、稳外贸、稳外资、稳投资、稳预期。综合运用多种货币政策工具，保持流动性合理充裕。深化利率市场化改革，保持人民币汇率在合理均衡水平上的基本稳定，促进经济平稳健康发展。打好防范化解金融风险攻坚战，在推动高质量发展中防范化解风险，把握好处置风险的力度和节奏，稳定市场预期，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员连维良、邹加怡、陈雨露、刘国强、宁吉喆、郭树清、易会满、潘功胜、田国立、刘世锦、刘伟、马骏出席会议。丁学东因公务请假。中国人民银行沈阳分行、济南分行、成都分行负责同志列席会议。（完）",1029,data/monetary_policy_meetings/raw_txt/2019_Q2_中国人民银行 货币政策 委员会 召开 2019 年 第二季度 例会.txt
2019,3,2019-09-27,中国人民银行 货币政策 委员会 召开 2019 年 第三季度 例会,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550028822/index.html,1,"中国人民银行货币政策委员会2019年第三季度（总第86次）例会于9月25日在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国主要宏观经济指标保持在合理区间，经济增长保持韧性，增长动力持续转换。人民币汇率总体稳定，双向浮动弹性提升，应对外部冲击的能力增强。稳健的货币政策体现了逆周期调节的要求，宏观杠杆率高速增长势头得到初步遏制，金融风险总体可控，金融服务实体经济的质量和效率逐步提升。国内经济金融领域的结构调整出现积极变化，但经济下行压力加大，国际经济金融形势错综复杂，外部不确定不稳定因素增多。

会议指出，要继续密切关注国际国内经济金融形势的深刻变化，增强忧患意识，保持战略定力，认真办好自己的事。创新和完善宏观调控，加大逆周期调节力度，加强宏观政策协调，形成合力。稳健的货币政策要松紧适度，把好货币供给总闸门，不搞“大水漫灌”，保持广义货币M2和社会融资规模增速与国内生产总值名义增速相匹配，保持物价水平总体稳定。继续深化金融体制改革，健全货币政策和宏观审慎政策双支柱调控框架，按照深化金融供给侧结构性改革的要求，优化融资结构和信贷结构，加大对推动高质量发展的支持力度，提升金融体系与供给体系和需求体系的适配性。下大力气疏通货币政策传导，坚持用市场化改革办法促进实际利率水平明显降低，引导金融机构加大对实体经济特别是小微、民营企业的支持力度，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，推动供给体系、需求体系和金融体系形成相互支持的三角框架，促进国民经济整体良性循环。进一步扩大金融高水平双向开放，提高开放条件下经济金融管理能力和防控风险能力，提高参与国际金融治理能力。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九大、中央经济工作会议和政府工作报告精神，继续按照党中央、国务院的决策部署，坚持稳中求进工作总基调，着力激发微观主体活力，全面做好“六稳”工作。灵活运用多种货币政策工具，保持流动性合理充裕。深化利率市场化改革，完善贷款市场报价利率形成机制，推动实际运用，保持人民币汇率在合理均衡水平上的基本稳定，促进经济持续健康发展。打好防范化解金融风险攻坚战，在推动高质量发展中防范化解风险，把握好处置风险的力度和节奏，稳定市场预期，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员丁学东、连维良、陈雨露、刘国强、宁吉喆、郭树清、易会满、潘功胜、刘世锦、刘伟、马骏出席会议。邹加怡、田国立因公务请假。中国人民银行沈阳分行、济南分行、成都分行负责同志列席会议。（完）",1100,data/monetary_policy_meetings/raw_txt/2019_Q3_中国人民银行 货币政策 委员会 召开 2019 年 第三季度 例会.txt
2019,4,2019-12-27,中国人民银行 货币政策 委员会 召开 2019 年 第四季度 例会,https://www.pbc.gov.cn/goutongjiaoliu/113456/113469/2025092212550371164/index.html,1,"2019年12月27日，中国人民银行货币政策委员会2019年第四季度（总第87次）例会在北京召开。

会议分析了国内外经济金融形势。会议认为，当前我国主要宏观经济指标保持在合理区间，经济增长保持韧性，增长动力持续转换。贷款市场报价利率全面应用，贷款利率定价市场化程度提高，人民币汇率总体稳定，双向浮动弹性提升，应对外部冲击的能力增强。稳健的货币政策体现了逆周期调节的要求，宏观杠杆率基本稳定，金融风险有效防控，金融服务实体经济的质量和效率逐步提升。国内经济金融领域的结构调整出现积极变化，但经济下行压力仍然较大，国际经济金融形势错综复杂，世界大变局加速演变的特征更趋明显。

会议指出，要继续密切关注国际国内经济金融形势的深刻变化，善于把外部压力转化为深化改革、扩大开放的强大动力，集中精力办好自己的事。创新和完善宏观调控，稳健的货币政策要灵活适度，运用多种货币政策工具，保持流动性合理充裕，保持广义货币M2和社会融资规模增速与国内生产总值名义增速相匹配，不搞“大水漫灌”，保持物价水平总体稳定。深化金融供给侧结构性改革，引导大银行服务重心下沉，推动中小银行聚焦主责主业，优化融资结构和信贷结构，加大对推动高质量发展的支持力度，健全具有高度适应性、竞争力、普惠性的现代金融体系。下大力气疏通货币政策传导，降低社会融资成本，坚持用市场化改革办法促进实际利率水平明显降低，引导金融机构加大对实体经济特别是小微、民营企业的支持力度，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，推动供给体系、需求体系和金融体系形成相互支持的三角框架，促进国民经济整体良性循环。进一步扩大金融高水平双向开放，提高开放条件下经济金融管理能力和防控风险能力，提高参与国际金融治理能力。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九届四中全会和中央经济工作会议精神，继续按照党中央、国务院的决策部署，坚持稳中求进工作总基调，科学稳健把握宏观政策逆周期调节力度，着力激发微观主体活力，全面做好“六稳”工作。健全财政、货币、就业等政策协同和传导落实机制，确保经济运行在合理区间。深化利率市场化改革，推动存量浮动利率贷款定价基准转换，保持人民币汇率在合理均衡水平上的基本稳定。打好防范化解金融风险攻坚战，平衡好稳增长和防风险的关系，注重在改革发展中化解风险，稳定市场预期，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员连维良、邹加怡、陈雨露、刘国强、宁吉喆、郭树清、易会满、田国立、刘世锦、刘伟、马骏出席会议。丁学东、潘功胜因公务请假。中国人民银行沈阳分行、济南分行、成都分行负责同志列席会议。（完）",1140,data/monetary_policy_meetings/raw_txt/2019_Q4_中国人民银行 货币政策 委员会 召开 2019 年 第四季度 例会.txt
2020,1,2020-03-27,中国人民银行 货币政策 委员会 召开 2020 年 第一季度 例会,https://www.pbc.gov.cn/zhengcehuobisi/125207/3870933/3870936/7c964d2bb11e4764bcadec1b345cffb8/index.html,1,"中国人民银行货币政策委员会2020年第一季度（总第88次）例会于3月26日在北京召开。

会议分析了国内外经济金融形势。会议认为，新冠肺炎疫情对我国经济的冲击总体可控，我国经济增长保持韧性，长期向好的基本面没有改变。稳健的货币政策体现了前瞻性、针对性和逆周期调节的要求，大力支持疫情防控、复工复产和实体经济发展，宏观杠杆率基本稳定，金融风险有效防控，金融服务实体经济的质量和效率逐步提升。贷款市场报价利率改革效果显现，贷款实际利率明显下降，人民币汇率总体稳定，双向浮动弹性提升，应对外部冲击的能力增强。当前国内疫情防控形势持续向好，生产生活秩序加快恢复，但经济下行压力加大，境外疫情扩散蔓延及其对世界经济产生不利影响，也给我国疫情防控和经济发展带来新的挑战。

会议指出，要跟踪世界经济金融形势变化，加强对国际经济形势的研判分析，加强国际宏观经济政策协调，集中精力办好自己的事。创新和完善宏观调控，稳健的货币政策要更加注重灵活适度，把支持实体经济恢复发展放到更加突出的位置。运用多种货币政策工具，保持流动性合理充裕，保持物价水平总体稳定。有效发挥结构性货币政策工具的精准滴灌作用，用好3000亿元专项再贷款、5000亿元再贷款再贴现专用额度和3500亿元政策性银行专项信贷额度，引导金融机构加大对抗疫保供、复工复产、脱贫攻坚、春耕备耕、畜禽养殖、外贸行业等的信贷支持。深化金融供给侧结构性改革，引导大银行服务重心下沉，推动中小银行聚焦主责主业，健全具有高度适应性、竞争力、普惠性的现代金融体系。下大力气疏通货币政策传导，继续释放改革促进降低贷款实际利率的潜力，引导金融机构加大对实体经济特别是小微、民营企业的支持力度，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，推动供给体系、需求体系和金融体系形成相互支持的三角框架，促进国民经济整体良性循环。进一步扩大金融高水平双向开放，提高开放条件下经济金融管理能力和防控风险能力。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九届四中全会和中央经济工作会议精神，继续按照党中央、国务院的决策部署，坚持稳中求进工作总基调，统筹推进疫情防控和经济社会发展。加大宏观政策逆周期调节力度，着力激发微观主体活力，全面做好“六稳”工作。健全财政、货币、就业等政策协同和传导落实机制，对冲疫情对经济增长的影响。深化利率市场化改革，有序推进存量浮动利率贷款定价基准转换，保持人民币汇率在合理均衡水平上的基本稳定。打好防范化解金融风险攻坚战，平衡好稳增长、防风险、控通胀的关系，注重在改革发展中化解风险，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员邹加怡、刘国强、郭树清、易会满、田国立、刘世锦、刘伟、马骏出席会议。丁学东、连维良、陈雨露、宁吉喆、潘功胜因公务请假。中国人民银行营业管理部负责同志列席会议。（完）",1226,data/monetary_policy_meetings/raw_txt/2020_Q1_中国人民银行 货币政策 委员会 召开 2020 年 第一季度 例会.txt
2020,2,2020-06-28,中国人民银行 货币政策 委员会 召开 2020 年 第二季度 例会,https://www.pbc.gov.cn/zhengcehuobisi/125207/3870933/3870936/1293068ffd9e495eb382f1b06d7f2d3c/index.html,1,"中国人民银行货币政策委员会2020年第二季度（总第89次）例会于6月24日在北京召开。

会议分析了国内外经济金融形势。会议认为，新冠肺炎疫情对我国经济的冲击总体可控，我国经济增长保持韧性，长期向好的基本面没有改变。稳健的货币政策体现了前瞻性、针对性和逆周期调节的要求，大力支持疫情防控、复工复产和实体经济发展，金融风险有效防控，金融服务实体经济的质量和效率逐步提升。贷款市场报价利率改革效果显现，货币传导效率增强，贷款利率明显下降，人民币汇率总体稳定，双向浮动弹性提升，应对外部冲击的能力增强。当前国内统筹疫情防控和复工复产取得重大阶段性成果，各类经济指标出现边际改善，但全球疫情和世界经济形势依然严峻复杂，国内防范疫情反弹任务仍然艰巨繁重，给我国经济发展带来风险和挑战。

会议指出，要跟踪世界经济金融形势变化，加强对国际经济形势的研判分析，加强国际宏观经济政策协调，集中精力办好自己的事。创新和完善宏观调控，稳健的货币政策要更加灵活适度，把支持实体经济恢复与可持续发展放到更加突出的位置。坚持总量政策适度，促进金融与实体经济良性循环，全力支持做好“六稳”“六保”工作。综合运用并创新多种货币政策工具，保持流动性合理充裕。有效发挥结构性货币政策工具的精准滴灌作用，提高政策的“直达性”，继续用好1万亿元普惠性再贷款再贴现额度，落实好新创设的直达实体工具，支持符合条件的地方法人银行对普惠小微企业贷款实施延期还本付息和发放信用贷款。深化金融供给侧结构性改革，引导大银行服务重心下沉，推动中小银行聚焦主责主业，健全具有高度适应性、竞争力、普惠性的现代金融体系。着力打通货币传导的多种堵点，继续释放改革促进降低贷款利率的潜力，引导金融机构加大对实体经济特别是小微企业、民营企业的支持力度，提高小微企业贷款、信用贷款、制造业贷款比重，努力做到金融对民营企业的支持与民营企业对经济社会发展的贡献相适应，推动供给体系、需求体系和金融体系形成相互支持的三角框架，促进形成以国内循环为主、国际国内互促的双循环发展新格局。进一步扩大金融高水平双向开放，提高开放条件下经济金融管理能力和防控风险能力。

会议强调，要以习近平新时代中国特色社会主义思想为指导，认真贯彻落实党的十九届四中全会、中央经济工作会议和《政府工作报告》精神，继续按照党中央、国务院的决策部署，紧扣全面建成小康社会目标任务，统筹推进疫情防控和经济社会发展，在常态化疫情防控条件下，坚持稳中求进工作总基调。加大宏观政策调节力度，着力稳企业保就业，扎实做好“六稳”工作，全面落实“六保”任务。健全财政、货币、就业等政策协同和传导落实机制，有效对冲疫情对经济增长的影响。深化利率市场化改革，有序推进存量浮动利率贷款定价基准转换，保持人民币汇率在合理均衡水平上的基本稳定。打好防范化解金融风险攻坚战，把握保增长与防风险的有效平衡，注重在改革发展中化解风险，守住不发生系统性金融风险的底线。

本次会议由中国人民银行行长兼货币政策委员会主席易纲主持，货币政策委员会委员连维良、邹加怡、刘国强、宁吉喆、郭树清、易会满、潘功胜、田国立、刘世锦、马骏出席会议。丁学东、陈雨露、刘伟因公务请假。中国人民银行营业管理部负责同志列席会议。（完）",1338,data/monetary_policy_meetings/raw_txt/2020_Q2_中国人民银行 货币政策 委员会 召开 2020 年 第二季度 例会.txt
